params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",24.73343500000192,1000,-0.46147406679447944,-0.08607594936708857,-4.640909090909091,-0.065625,0.8002524527661005
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",24.829267000000982,1000,-0.39592121176186695,-0.08513513513513513,-7.235714285714286,-0.06857142857142857,0.9212691316976992
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",24.825380000002042,1000,-0.2136466110405501,-0.08720930232558137,-3.43,-0.06944444444444446,0.4665323813799234
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",24.61944399999993,1000,-0.36484493416755776,-0.08916229858279943,-4.640909090909091,-0.065625,0.620168517965698
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",24.813818000002357,1000,-0.21029429566818225,-0.08450704225352108,-3.43,-0.06451612903225809,0.4862584546777636
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",24.932530999998562,1000,-0.3556082678009449,-0.08405797101449272,-4.096,-0.06764705882352942,0.7039075848936767
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",24.351989999999205,1000,-0.6717032887891478,-0.0912,-5.976470588235294,-0.0725,0.9455438449144455
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",167.65955899999972,1000,-0.2671972670030215,-0.17953841823810862,-2.4232558139534883,-0.09333333333333332,0.2325787509735509
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",60.23243799999909,1000,-0.1571966715572065,-0.12133520687292294,-1.8224137931034483,-0.09147286821705425,0.11600033018892425
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",27.91680500000075,1000,-0.38036206966011354,-0.09678227772313217,-2.875,-0.06944444444444446,0.4730289611689361
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",29.413809000001493,1000,-0.23644888536681458,-0.08513513513513513,-4.443478260869566,-0.06764705882352942,0.5440212862261119
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",26.726236000002245,1000,-0.21210277198823013,-0.09009009009009007,-4.2625,-0.06944444444444446,0.4556691689084337
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",26.77487900000051,1000,-0.5531633027276198,-0.0933734939759036,-4.443478260869566,-0.07105263157894738,0.74090239097444
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",26.501432999997633,1000,-0.30306529993050607,-0.08624999999999998,-3.667857142857143,-0.0725,0.6080383015498149
